Recent.Dat
11 21 2017 21 21 00 00000000 00110000  13.4 1532.6 168.6  -1.0  0.1   3.911  24.29     0     0
    0.061   -0.427 161.0 158.0
    0.085   -0.410 157.0 153.0
    0.092   -0.470 154.0 151.0
    0.085   -0.440 152.0 145.0
    0.096   -0.412 148.0 141.0
    0.104   -0.474 142.0 137.0
    0.115   -0.478 139.0 134.0
    0.104   -0.464 138.0 129.0
    0.120   -0.488 134.0 125.0
    0.125   -0.503 132.0 122.0
    0.145   -0.557 125.0 117.0
    0.163   -0.574 120.0 113.0
    0.169   -0.579 118.0 107.0
    0.162   -0.612 115.0 102.0
    0.163   -0.608 112.0  97.0
    0.172   -0.647 110.0  92.0
    0.175   -0.659 107.0  89.0
    0.197   -0.743 100.0  85.0
    0.242   -0.815  93.0  80.0
    0.245   -0.834  87.0  75.0
    0.263   -0.880  83.0  68.0
    0.265   -0.902  77.0  61.0
    0.258   -0.910  74.0  57.0
    0.270   -0.913  71.0  56.0
    0.272   -0.888  71.0  55.0

Recent.Dat
11 21 2017 23 27 00 00000000 00110000  13.3 1532.4 167.8  -1.0  0.3   4.033  24.23     0     0
    0.029   -0.336 200.0 199.0
    0.015   -0.348 189.0 187.0
    0.022   -0.388 179.0 177.0
    0.039   -0.472 174.0 172.0
    0.051   -0.494 167.0 165.0
    0.064   -0.529 163.0 162.0
    0.088   -0.539 158.0 158.0
    0.069   -0.537 155.0 155.0
    0.094   -0.581 149.0 153.0
    0.097   -0.545 146.0 152.0
    0.119   -0.566 144.0 146.0
    0.097   -0.576 141.0 144.0
    0.081   -0.569 137.0 143.0
    0.097   -0.632 134.0 139.0
    0.108   -0.619 131.0 133.0
    0.142   -0.644 126.0 124.0
    0.167   -0.719 122.0 114.0
    0.191   -0.786 119.0 112.0
    0.205   -0.805 115.0 108.0
    0.228   -0.867 113.0 102.0
    0.231   -0.865 109.0  93.0
    0.230   -0.824 104.0  88.0
    0.234   -0.872  99.0  85.0
    0.254   -0.946  91.0  79.0
    0.268   -0.963  85.0  73.0
    0.275   -0.945  82.0  63.0
    0.285   -0.970  78.0  59.0
    0.292   -0.973  74.0  58.0
    0.293   -1.019  67.0  56.0
    0.286   -1.012  64.0  53.0

Recent.Dat
11 21 2017 23 33 00 00000000 00110000  13.2 1532.4 168.3  -0.9  0.6   4.034  24.22     0     0
    0.063   -0.282 197.0 197.0
    0.065   -0.352 186.0 185.0
    0.043   -0.367 180.0 176.0
    0.063   -0.391 171.0 171.0
    0.049   -0.441 166.0 165.0
    0.061   -0.472 162.0 161.0
    0.065   -0.524 159.0 157.0
    0.067   -0.509 156.0 154.0
    0.073   -0.489 153.0 149.0
    0.065   -0.511 149.0 143.0
    0.072   -0.519 144.0 138.0
    0.101   -0.574 139.0 133.0
    0.066   -0.473 137.0 128.0
    0.092   -0.508 132.0 127.0
    0.106   -0.522 129.0 123.0
    0.120   -0.605 124.0 119.0
    0.126   -0.616 120.0 113.0
    0.147   -0.621 117.0 107.0
    0.149   -0.628 113.0 101.0
    0.150   -0.652 111.0  98.0
    0.159   -0.632 110.0  96.0
